X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,DEVELOPMENT_CODE,PROJECT_NAME,BUILDING_NAME,BUILDING_NUMBER,BUILDING_TYPE_CODE,BUILDING_STATUS_TYPE_CODE,NATIONAL_BLDG_ID,CONSTRUCT_DATE,DOFA_ACTUAL_DT,TOTAL_DWELLING_UNITS,ACC_UNITS,TOTAL_OCCUPIED,REGULAR_VACANT,TOTAL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,RAD_CHAP_INDR,RAD_TYPE,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,PHA_TOTAL_UNITS,DEV_BUIL_NU_ENTRANCE,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL
-122.342741,47.5154469990001,53148,WA002,HA OF  KING COUNTY,WA002000345,Sixth Place,Building G,7,SD,INAPCP,1456030000,,2011/07/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,026500,1,1005,N,N,King,033,92928,Seattle,78225,White Center CDP,U1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1762,S,,9818 6th Pl SW,,Seattle,WA,98106,3020,,98106,18,2,98106302018,S,,,,1,,,A,,90% Overall probable correctness,47.515447,-122.342741,S,,R,U,** Street-Level Rooftop **,53033,5378225,53033026500,530330265001,N, ,2021/04/04 22:18:23+00,-4,-4,2423,WA00200034571,2065741100,2065741104,judij@kcha.org,2065741100,2065741104,stephenn@kcha.org
-122.345573,47.5161939990001,53290,WA002,HA OF  KING COUNTY,WA002000340,Seola Crossing,11A,11A,WU,INAPCP,3464620000,2006/07/01 00:00:00+00,2006/07/31 00:00:00+00,6,2,2,0,6,33.33000183,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,026500,2,2019,N,Y,King,033,92928,Seattle,78225,White Center CDP,U1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1762,S,,9709 8th Ave SW,,Seattle,WA,98106,3059,,98106,99,1,98106305999,H,,,,3,,,A,,70% Overall probable correctness,47.516194,-122.345573,S,,R,U,** Street-Level Rooftop **,53033,5378225,53033026500,530330265002,N, ,2021/04/04 22:18:23+00,-4,-4,2423,WA00200034011A1,2065741100,2065741104,judij@kcha.org,2065741100,2065741104,stephenn@kcha.org
-122.72059,47.3771619990001,53349,WA054,HA Of Pierce County,WA054000002,PIERCE COUNTY HSG AUTH,PH147,PH147,SF,INAPCP,6127620000,1993/01/01 00:00:00+00,1994/12/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,Pierce,053,072601,1,1008,N,N,Pierce,053,91480,Key Peninsula-Anderson Island,67435,Stansberry Lake CDP,U2,,8200,"Tacoma, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5306,,S,,13110 138th Ave NW,,Gig Harbor,WA,98329,5378,,98329,10,5,98329537810,S,,,,1,,,A,,90% Overall probable correctness,47.377162,-122.72059,S,,R,U,** Street-Level Rooftop **,53053,5367435,53053072601,530530726011,N, ,2021/04/04 22:18:23+00,-4,-4,124,WA054000002PH1471,2536205406,2536205455,jstretz@pchawa.org,2536205406,,jstretz@pchawa.org
-122.306622,47.7750109990001,53614,WA002,HA OF  KING COUNTY,WA002000101,BALLINGER HOMES,,10,RW,INAPCP,1334620000,1969/01/01 00:00:00+00,1969/05/31 00:00:00+00,4,4,4,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,020402,5,5003,N,N,King,033,92928,Seattle,63960,Shoreline city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1420,S,,2200 NE 201st Ct,,Shoreline,WA,98155,1354,,98155,00,9,98155135400,S,,,,1,,,A,,90% Overall probable correctness,47.775011,-122.306622,S,,R,U,** Street-Level Rooftop **,53033,5363960,53033020402,530330204025,N, ,2021/04/04 22:18:23+00,-4,-4,2423,WA002000101101,2065741100,2065741104,judij@kcha.org,2065741100,2065741104,stephenn@kcha.org
-122.339489,47.514035999,53615,WA002,HA OF  KING COUNTY,WA002000341,Eastbridge,EO-B,18,RW,INAPCP,1082030000,,2010/06/30 00:00:00+00,3,1,1,0,3,33.33000183,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,026500,1,1008,N,N,King,033,92928,Seattle,78225,White Center CDP,U1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1762,Y,,9974 4th Ave SW,,Seattle,WA,98106,3118,,98146,74,2,98106311874,S,,,,2,,,,,80% Overall probable correctness,47.514036,-122.339489,S,,R,U,** Street-Level Rooftop **,53033,5378225,53033026500,530330265001,N, ,2021/04/04 22:18:23+00,-4,-4,2423,WA002000341183,2065741100,2065741104,judij@kcha.org,2065741100,2065741104,stephenn@kcha.org
-122.70269,47.6469079990001,53645,WA036,Kitsap County Consolidated Housing Auth,WA036202020,NOLLWOOD,SCATTERED SITES,101920,SD,INAPCP,1286620000,1975/04/30 00:00:00+00,1975/04/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,Kitsap,035,091201,1,1031,N,N,Kitsap,035,90288,Bremerton,64365,Silverdale CDP (part),U1,,1150,"Bremerton, WA PMSA",14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",99999,,1,0,5306,1425,S,,3938 NW Munson St,,Silverdale,WA,98383,9139,,98383,38,6,98383913938,S,,,,1,,,A,,90% Overall probable correctness,47.646908,-122.70269,S,,R,U,** Street-Level Rooftop **,53035,5364365,53035091201,530350912011,N, ,2021/04/04 22:18:23+00,-4,-4,136,WA0362020201019201,3605356100,3605356169,yunubask@HousingKitsap.org,3605656173,3605356169,yunubask@housingkitsap.org
-122.406421,47.2192629990001,53646,WA005,HA City of Tacoma,WA005000011,SALISHAN TWO,,0669,SD,RMI,4365620000,2005/12/30 00:00:00+00,2006/02/28 00:00:00+00,1,0,0,0,1,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,Pierce,053,940006,1,1015,N,N,Pierce,053,93376,Tacoma,70000,Tacoma city,C1,,8200,"Tacoma, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5310,1554,S,,4301 E Q St,,Tacoma,WA,98404,4614,,98404,01,9,98404461401,S,,,,1,,,A,,90% Overall probable correctness,47.219263,-122.406421,S,,R,U,** Street-Level Rooftop **,53053,5370000,53053940006,530539400061,N,PBV,2021/04/04 22:18:23+00,-4,-4,5,WA00500001106691,2532074400,2532074440,mmirra@tacomahousing.org,2532074450,2532074440,mmirra@tacomahousing.org
-122.666909,47.626880999,53711,WA036,Kitsap County Consolidated Housing Auth,WA036202020,NOLLWOOD,FAIRVIEW,5104,SF,INAPCP,3686620000,1980/07/31 00:00:00+00,1980/07/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,Kitsap,035,091500,2,2001,N,N,Kitsap,035,90288,Bremerton,99999,Remainder of Bremerton CCD,99,,1150,"Bremerton, WA PMSA",14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",99999,,1,0,5306,,S,,1205 NW Fox Run,,Bremerton,WA,98311,8989,,98311,05,9,98311898905,S,,,,1,,,A,,90% Overall probable correctness,47.626881,-122.666909,S,,R,U,** Street-Level Rooftop **,53035,5399999,53035091500,530350915002,N, ,2021/04/04 22:18:23+00,-4,-4,136,WA03620202051041,3605356100,3605356169,yunubask@HousingKitsap.org,3605656173,3605356169,yunubask@housingkitsap.org
-122.66849,47.626338999,53712,WA036,Kitsap County Consolidated Housing Auth,WA036202020,NOLLWOOD,FAIRVIEW,5121,SF,INAPCP,0886620000,1980/07/31 00:00:00+00,1980/07/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,Kitsap,035,091500,2,2001,N,N,Kitsap,035,90288,Bremerton,99999,Remainder of Bremerton CCD,99,,1150,"Bremerton, WA PMSA",14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",99999,,1,0,5306,,S,,6897 Fairside Pl NW,,Bremerton,WA,98311,8934,,98311,97,8,98311893497,S,,,,1,,,A,,90% Overall probable correctness,47.626339,-122.66849,S,,R,U,** Street-Level Rooftop **,53035,5399999,53035091500,530350915002,N, ,2021/04/04 22:18:23+00,-4,-4,136,WA03620202051211,3605356100,3605356169,yunubask@HousingKitsap.org,3605656173,3605356169,yunubask@housingkitsap.org
-122.341296,47.5054659990001,53943,WA002,HA OF  KING COUNTY,WA002000346,FAIRWINDS APARTMENTS,,LLL,SD,INAPCP,3492130000,2013/09/15 00:00:00+00,2013/09/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,026802,1,1001,N,N,King,033,92928,Seattle,78225,White Center CDP,U1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1762,S,,10897 5th Ln SW,,Seattle,WA,98146,2268,,98146,97,8,98146226897,S,,,,3,,,A,,70% Overall probable correctness,47.505466,-122.341296,S,,R,U,** Street-Level Rooftop **,53033,5378225,53033026802,530330268021,N, ,2021/04/04 22:18:23+00,-4,-4,2423,WA002000346LLL1,2065741100,2065741104,judij@kcha.org,2065741100,2065741104,stephenn@kcha.org
-119.847839,47.236815999,54021,WA014,HA Of Grant County,WA014000001,Grant County Scattered Sites,,B_0056,SF,INAPCP,6236620000,1905/06/01 00:00:00+00,1980/04/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,Grant,025,010600,1,1062,N,N,Grant,025,92720,Quincy,57115,Quincy city,C1,,9999,,34180,"Moses Lake, WA Micropolitan Statistical Area",99999,,0,1,5304,1272,S,,320 A St SE,,Quincy,WA,98848,1113,,98848,20,5,98848111320,S,,,,3,,,A,,70% Overall probable correctness,47.236816,-119.847839,S,,R,U,** Street-Level Rooftop **,53025,5357115,53025010600,530250106001,N, ,2021/04/04 22:18:23+00,-4,-4,218,WA014000001B_00561,5097625541,5097622202,canderson@hagc.net,5097625541,5097622202,canderson@hagc.net
-122.297637,47.7118579990001,55184,WA001,Seattle Housing Authority,WA001000054,SCATTERED SITES,S43-13491,D43630,RW,DDAPRD,2623620000,1984/01/01 00:00:00+00,1989/08/31 00:00:00+00,4,4,4,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,001000,1,1004,N,Y,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1392,S,,2809 NE 115th St,,Seattle,WA,98125,6758,,98125,99,1,98125675899,H,,,,1,,,A,,90% Overall probable correctness,47.711858,-122.297637,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033001000,530330010001,N, ,2021/04/04 22:18:23+00,-4,-4,5636,WA001000054D436301,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.295015,47.5429399990001,55215,WA001,Seattle Housing Authority,WA001000073,NEW HOLLY PHASE I,,JH,SD,INAPCP,3153620000,1998/12/30 00:00:00+00,1999/12/31 00:00:00+00,2,1,1,0,2,50,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,011002,2,2034,N,N,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5309,1392,S,,6545 Shaffer Ave S,,Seattle,WA,98108,3747,,98108,45,4,98108374745,S,,,,3,,,A,,70% Overall probable correctness,47.54294,-122.295015,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033011002,530330110022,N, ,2021/04/04 22:18:23+00,-4,-4,5636,WA001000073JH1,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.293866,47.564065999,55216,WA001,Seattle Housing Authority,WA001000090,Rainier Vista Phase III,,ZB,RW,INAPCP,1049030000,2012/04/30 00:00:00+00,2012/04/30 00:00:00+00,4,2,2,0,4,50,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,010100,3,3004,N,N,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5309,1392,S,,3067 S Genesee St,,Seattle,WA,98108,1630,,98108,67,1,98108163067,S,,,,3,,,A,,70% Overall probable correctness,47.564066,-122.293866,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033010100,530330101003,N, ,2021/04/04 22:18:23+00,-4,-4,5636,WA001000090ZB1,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.293783,47.564089999,55217,WA001,Seattle Housing Authority,WA001000090,Rainier Vista Phase III,,ZC,RW,INAPCP,2049030000,2012/04/30 00:00:00+00,2012/04/30 00:00:00+00,4,3,3,0,4,75,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,010100,3,3004,N,N,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5309,1392,S,,3075 S Genesee St,,Seattle,WA,98108,1630,,98108,75,2,98108163075,S,,,,3,,,A,,70% Overall probable correctness,47.56409,-122.293783,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033010100,530330101003,N, ,2021/04/04 22:18:23+00,-4,-4,5636,WA001000090ZC2,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.369343,47.548285999,55331,WA001,Seattle Housing Authority,WA001000083,HIGH POINT PHASE I,,JF,SD,INAPCP,8973620000,2006/01/08 00:00:00+00,2006/05/31 00:00:00+00,1,0,0,0,2,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,010702,1,1012,N,N,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1392,S,,5985 High Point Dr SW,,Seattle,WA,98126,2932,,98126,85,5,98126293285,S,,,,3,,,A,,70% Overall probable correctness,47.548286,-122.369343,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033010702,530330107021,N, ,2021/04/04 22:18:23+00,-4,-4,5636,WA001000083JF1,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.32036,47.7102449990001,55332,WA001,Seattle Housing Authority,WA001000087,High Rise Phase 2 Limited Partnership,CEDARVALE HOUSE,26001,ES,INAPCP,6892620000,1971/01/31 00:00:00+00,1971/01/31 00:00:00+00,118,118,113,5,118,95.76000214,113,100,13,0,1.2,133,318,811,843,14009,11902,3.56999993,41.06999969,33.04000092,11.60999966,10.71000004,7.96000004,1.76999998,89.37999725,12.59000015,98.23000336,93.80999756,0.88,1.76999998,60.18000031,1.76999998,73.80999756,69.01000214,61.65000153,0,16.80999947,20.35000038,62.83000183,2.6500001,53.97999954,33.63000107,3.53999996,9.72999954,7.07999992,0,184,100,30,96.45999908,3.53999996,0,0.88,42.59000015,15.43000031,19.48999977,7,58.65000153,25.55999947,99.12000275,10478,53,King,033,001200,3,3000,N,Y,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1392,S,,11050 8th Ave NE,,Seattle,WA,98125,6162,,98125,99,2,98125616299,H,,,,1,,,A,,90% Overall probable correctness,47.710245,-122.32036,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033001200,530330012003,N, ,2021/04/04 22:18:23+00,1099914,1184020,5636,WA001000087260011,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.370152,47.5458119990001,55333,WA001,Seattle Housing Authority,WA001000085,HIGH POINT PHASE II,NULL,OA,SF,INAPCP,7310030000,2009/02/09 00:00:00+00,2009/03/31 00:00:00+00,1,0,0,0,1,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,010702,2,2009,N,N,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1392,S,,6400 30th Ave SW,,Seattle,WA,98126,4216,,98126,00,1,98126421600,S,,,,3,,,A,,70% Overall probable correctness,47.545812,-122.370152,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033010702,530330107022,N, ,2021/04/04 22:18:23+00,-4,-4,5636,WA001000085OA1,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.295891,47.5621659990001,55335,WA001,Seattle Housing Authority,WA001000080,RAINIER VISTA PHASE I,McBride Court,SX,ES,INAPCP,1863620000,2005/08/12 00:00:00+00,2005/08/31 00:00:00+00,38,20,19,1,38,50,19,100,14,0,2,38,363,812,846,14642,7321,11.10999966,38.88999939,16.67000008,11.10999966,22.21999931,15.78999996,10.52999973,68.41999817,13.26000023,100,84.20999908,10.52999973,10.52999973,73.68000031,15.78999996,33.33000183,30,21.04999924,5.26000023,31.57999992,10.52999973,52.63000107,5.26000023,94.73999786,52.63000107,0,42.11000061,0,0,134,100,71,15.78999996,84.20999908,0,21.04999924,74.63999939,19.76000023,43.75999832,5,42.11000061,7.88999987,100,9745,53,King,033,010001,3,3010,N,Y,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5309,1392,S,,4515 29th Ave S,,Seattle,WA,98108,2193,,98108,99,1,98108219399,H,,,,3,,,A,,70% Overall probable correctness,47.562166,-122.295891,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033010001,530330100013,N, ,2021/04/04 22:18:23+00,185219,203006,5636,WA001000080SX1,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
-122.304111,47.7230919990001,55392,WA001,Seattle Housing Authority,WA001000054,SCATTERED SITES,S42-13373,D42627,SF,DDAPRD,1813620000,1952/01/01 00:00:00+00,1983/11/30 00:00:00+00,1,1,0,0,1,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,King,033,000200,2,2002,N,N,King,033,92928,Seattle,63000,Seattle city,C1,,7600,"Seattle-Bellevue-Everett, WA PMSA",42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",99999,,1,0,5307,1392,S,,2310 NE 130th St,,Seattle,WA,98125,4227,,98125,10,9,98125422710,S,,,,1,,,A,,90% Overall probable correctness,47.723092,-122.304111,S,,R,U,** Street-Level Rooftop **,53033,5363000,53033000200,530330002002,N, ,2021/04/04 22:18:23+00,-4,-4,5636,WA001000054D426271,2066153300,2066153504,execdirector@seattlehousing.org,2066153500,2066153504,andrew.lofton@seattlehousing.org
